timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672320489498,660,GET All Activities,200,OK,Stress Test 1-63,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,660,0,532
1672320489149,1009,GET All Activities,200,OK,Stress Test 1-28,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1009,0,905
1672320490096,65,GET All Activities,200,OK,Stress Test 1-72,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,65,0,0
1672320489077,1084,GET All Activities,200,OK,Stress Test 1-21,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1084,0,975
1672320489437,724,GET All Activities,200,OK,Stress Test 1-57,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,724,0,611
1672320488967,1194,GET All Activities,200,OK,Stress Test 1-8,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1194,0,1085
1672320489778,384,GET All Activities,200,OK,Stress Test 1-91,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,384,0,259
1672320489098,1064,GET All Activities,200,OK,Stress Test 1-23,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1064,0,959
1672320488968,1196,GET All Activities,200,OK,Stress Test 1-10,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1196,0,1106
1672320489346,820,GET All Activities,200,OK,Stress Test 1-48,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,820,0,720
1672320488967,1200,GET All Activities,200,OK,Stress Test 1-1,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1200,0,1097
1672320488967,1201,GET All Activities,200,OK,Stress Test 1-9,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1201,0,1095
